Tipo;Colonia;Habitaciones;Garages;Suites;Area;Valor;Condominio;Impuesto
Departamento;Santa Fe;2;1;1;80;7875.0;4025.0;483.0
Departamento;San Pedro de los Pinos;2;1;1;85;9800.0;3150.0;679.0
Departamento;Santa Fe;3;1;1;70;7906.5;2100.0;2590.0
Departamento;Condesa;3;0;0;110;6300.0;3101.0;245.0
Departamento;Narvarte;2;1;1;100;6300.0;2544.5;357.0
Departamento;Roma;2;1;1;80;8750.0;3220.0;525.0
Departamento;Narvarte;3;0;0;122;5250.0;2432.5;602.0
Departamento;Santa Fe;2;1;0;70;4900.0;2415.0;0.0
Departamento;Narvarte;2;1;0;83;7700.0;2625.0;290.5
Departamento;Villa de Guadalupe;2;0;0;80;4200.0;280.0;0.0
Departamento;Narvarte;2;1;1;80;6300.0;2100.0;73.5
Departamento;Santa Fe;3;2;1;126;10500.0;5250.0;815.5
Departamento;Narvarte;3;1;1;80;7700.0;2450.0;700.0
Departamento;Polanco;2;0;0;70;8050.0;2842.0;514.5
Departamento;Del Valle;2;1;0;88;3850.0;1400.0;154.0
Departamento;Condesa;2;0;0;75;7000.0;2369.5;458.5
Departamento;Narvarte;3;1;1;80;6650.0;3437.0;395.5
Departamento;Narvarte;2;1;0;72;7350.0;3062.5;420.0
Departamento;Narvarte;2;1;1;86;8750.0;2499.0;0.0
Departamento;Santa Fe;2;1;1;70;7000.0;4532.5;665.0
Departamento;Doctores;3;0;0;99;3430.0;1487.5;45.5
Departamento;Santa Fe;3;2;1;106;7875.0;6202.0;8820.0
Departamento;Del Valle;2;1;1;82;9800.0;3339.0;364.0
Departamento;Narvarte;2;1;1;80;7000.0;1750.0;329.0
Departamento;Condesa;2;0;0;85;8750.0;3909.5;581.0
Departamento;Santa Fe;2;1;1;95;8750.0;3815.0;973.0
Departamento;Narvarte;2;1;1;70;8750.0;2691.5;0.0
Departamento;Roma;2;1;0;96;10430.0;2432.5;626.5
Departamento;Condesa;2;0;0;80;9100.0;2674.0;0.0
Departamento;Condesa;3;1;1;100;10500.0;4200.0;0.0
Departamento;Santa Fe;3;1;1;80;9800.0;4725.0;661.5
Departamento;San Ángel;3;0;1;115;9450.0;3080.0;623.0
Departamento;San Miguel Chapultepec;2;0;0;76;5250.0;875.0;164.5
Departamento;Del Valle;3;0;0;80;6300.0;3430.0;360.5
Departamento;Condesa;2;1;0;79;9100.0;2579.5;654.5
Departamento;Santa Fe;2;2;2;75;7000.0;4886.0;4690.0
Departamento;Santa Fe;2;1;1;85;8750.0;4830.0;0.0
Departamento;Condesa;2;1;1;85;10325.0;2170.0;556.5
Departamento;Narvarte;3;1;1;145;9800.0;3325.0;539.0
Departamento;Narvarte;2;0;0;80;4900.0;2975.0;0.0
Departamento;Narvarte;3;1;0;96;6125.0;3325.0;413.0
Departamento;Centro Histórico;2;0;0;70;4200.0;2450.0;175.0
Departamento;Condesa;2;0;1;75;9100.0;2170.0;630.0
Departamento;Santa Fe;3;2;1;117;10500.0;62881.0;9677.5
Departamento;Santa Fe;3;1;1;82;8050.0;2975.0;490.0
Departamento;Condesa;3;0;1;120;10500.0;2870.0;525.0
Departamento;Santa Fe;3;1;1;92;9800.0;4200.0;0.0
Departamento;Santa Fe;2;1;1;75;8750.0;7927.5;1788.5
Departamento;Del Valle;2;0;0;95;7350.0;2681.0;0.0
Departamento;Condesa;2;0;0;80;10500.0;2439.5;409.5
Departamento;Narvarte;3;2;0;108;7000.0;3500.0;0.0
Departamento;Del Valle;3;0;0;120;10500.0;1540.0;0.0
Departamento;Santa Fe;2;2;1;100;10500.0;4900.0;0.0
Departamento;Napoles;2;1;0;84;9100.0;2740.5;0.0
Departamento;Del Valle;2;1;0;75;7700.0;2026.5;0.0
Departamento;Del Valle;3;0;0;130;9100.0;2555.0;0.0
Departamento;Santa Fe;2;2;0;70;6650.0;4900.0;0.0
Departamento;Condesa;2;0;0;84;8050.0;3675.0;409.5
Departamento;Santa Fe;2;1;1;77;7000.0;3381.0;0.0
Departamento;Condesa;2;0;0;72;7000.0;2537.5;0.0
Departamento;Condesa;2;0;0;73;8750.0;2555.0;0.0
Departamento;Bosques de las Lomas;2;1;1;100;10150.0;5071.5;1470.0
Departamento;Narvarte;2;0;0;80;4900.0;2975.0;0.0
Departamento;Santa Fe;2;1;1;82;8050.0;4410.0;927.5
Departamento;San Rafael;3;2;1;103;5950.0;2240.0;0.0
Departamento;Ciudad de los Deportes;2;0;0;70;2450.0;406.0;0.0
Departamento;Condesa;2;1;0;80;6300.0;1575.0;770.0
Departamento;Condesa;3;1;0;177;7350.0;6496.0;0.0
Departamento;Coyoacán;2;1;0;70;10150.0;3710.0;707.0
Departamento;Santa Fe;1;1;1;72;6300.0;3220.0;693.0
Departamento;Narvarte;2;1;1;120;5600.0;3059.0;665.0
Departamento;Villa de Cortés;3;0;0;88;3850.0;455.0;0.0
Departamento;Condesa;2;0;0;90;8925.0;2345.0;455.0
Departamento;Santa Fe;1;1;0;82;5950.0;7399.0;0.0
Departamento;Santa Fe;2;1;2;77;3500.0;3864.0;252.0
Departamento;Santa Fe;1;1;0;70;7000.0;5425.0;1225.0
Departamento;Narvarte;2;0;0;90;5950.0;1855.0;0.0
Departamento;Juárez;2;0;0;70;7350.0;1977.5;346.5
Departamento;Napoles;4;0;1;185;6300.0;7000.0;945.0
Departamento;Narvarte;2;1;0;70;8050.0;2940.0;0.0
Departamento;Condesa;3;0;0;106;9800.0;3682.0;595.0
Departamento;Roma;3;0;0;100;8050.0;2345.0;444.5
Departamento;Santa Fe;3;1;1;109;9800.0;5306.0;6366.5
Departamento;Condesa;3;1;0;95;10150.0;4200.0;560.0
Departamento;Condesa;3;0;1;110;10500.0;4900.0;0.0
Departamento;Condesa;2;1;0;70;8750.0;3311.0;437.5
Departamento;Narvarte;3;1;1;90;7700.0;2506.0;0.0
Departamento;Santa Fe;3;2;3;105;10500.0;5250.0;980.0
Departamento;Condesa;3;1;1;90;9800.0;3255.0;280.0
Departamento;Peralvillo;2;1;1;75;5600.0;2205.0;0.0
Departamento;Santa Fe;2;1;2;86;9100.0;4200.0;875.0
Departamento;Roma;2;0;1;122;10500.0;2562.0;0.0
Departamento;Narvarte;2;1;1;70;7350.0;25931.5;0.0
Departamento;Santa Fe;2;1;0;70;5600.0;2632.0;350.0
Departamento;Doctores;2;0;0;73;3150.0;1225.0;59.5
Departamento;Santa Fe;2;1;1;75;8750.0;2625.0;525.0
Departamento;San Miguel Chapultepec;3;0;0;96;4900.0;2495.5;0.0
Departamento;Condesa;2;0;0;74;10500.0;2310.0;567.0
Departamento;Los Reyes Coyoacán;2;1;0;76;3850.0;2275.0;45.5
Departamento;Roma;3;1;1;108;8750.0;4200.0;0.0
Departamento;Condesa;4;0;0;160;10500.0;700.0;297.5
Departamento;Ciudad de los Deportes;2;1;0;74;2450.0;875.0;45.5
Departamento;Narvarte;3;1;0;80;9100.0;2800.0;0.0
Departamento;Santa Fe;2;1;1;70;8750.0;3955.0;5250.0
Departamento;Roma;2;0;0;70;7350.0;1925.0;339.5
Departamento;Santa Fe;3;2;1;95;10500.0;3237.5;770.0
Departamento;La Florida;3;1;1;73;4550.0;2744.0;294.0
Departamento;Reforma Política;3;0;0;90;9450.0;5600.0;602.0
Departamento;Nativitas;2;0;0;70;3255.0;420.0;105.0
Departamento;Bosques de las Lomas;2;1;1;93;9450.0;5684.0;997.5
Departamento;San Rafael;3;2;0;80;6289.5;2278.5;245.0
Departamento;Nueva Santa María;3;0;0;95;3150.0;875.0;52.5
Departamento;Narvarte;4;2;1;188;7000.0;7000.0;10815.0
Departamento;Santa Fe;2;1;1;80;10500.0;3734.5;1641.5
Departamento;Culhuacán CTM;3;1;0;120;4200.0;700.0;192.5
Departamento;Santa Fe;3;2;1;110;10500.0;4900.0;9485.0
Departamento;Santa Fe;2;1;2;93;8050.0;4550.0;983.5
Departamento;Centro Histórico;2;0;0;79;6650.0;1750.0;122.5
Departamento;Santa Fe;2;1;2;93;9450.0;4595.5;0.0
Departamento;Santa Fe;2;1;1;85;8050.0;3860.5;584.5
Departamento;Santa Fe;2;1;1;98;10150.0;3850.0;665.0
Departamento;Narvarte;3;2;1;150;9800.0;4900.0;777.0
Departamento;Narvarte;2;0;0;73;4200.0;2450.0;105.0
Departamento;Condesa;2;0;0;90;10500.0;2800.0;556.5
Departamento;Narvarte;3;1;0;90;8050.0;2614.5;0.0
Departamento;Santa Fe;2;1;1;70;5425.0;2656.5;420.0
Departamento;Condesa;2;0;1;70;7000.0;2100.0;210.0
Departamento;Condesa;2;0;0;74;4900.0;3969.0;472.5
Departamento;Santa Fe;2;2;0;98;9800.0;2800.0;910.0
Departamento;Condesa;2;0;0;78;9100.0;2135.0;434.0
Departamento;Santa Fe;3;2;1;125;9100.0;5617.5;1193.5
Departamento;Roma;2;1;1;93;7000.0;4550.0;595.0
Departamento;Condesa;2;0;1;80;10150.0;3430.0;665.0
Departamento;Peralvillo;3;1;0;153;7700.0;3850.0;6835.5
Departamento;Santa Fe;2;2;1;144;7700.0;5950.0;0.0
Departamento;Santa Fe;3;2;1;120;10150.0;5250.0;1085.0
Departamento;San Miguel Chapultepec;2;0;1;85;5250.0;1330.0;287.0
Departamento;Villa de Cortés;2;1;0;120;2975.0;1400.0;0.0
Departamento;Santa Fe;3;1;1;86;10500.0;3850.0;420.0
Departamento;Peralvillo;3;1;1;85;3500.0;3437.0;3850.0
Departamento;Bosques de las Lomas;2;0;0;70;7350.0;3010.0;885.5
Departamento;Narvarte;3;0;0;80;6300.0;2660.0;416.5
Departamento;La Florida;3;1;1;93;4550.0;3031.0;0.0
Departamento;Roma Norte;2;0;0;90;6125.0;787.5;0.0
Departamento;Santa Fe;4;0;1;120;10500.0;7934.5;1074.5
Departamento;Del Valle;2;1;0;87;9100.0;2912.0;448.0
Departamento;Juárez;2;1;0;70;7560.0;2681.0;399.0
Departamento;Álvaro Obregón;2;0;0;70;2100.0;707.0;0.0
Departamento;Roma;1;1;0;70;7350.0;3052.0;567.0
Departamento;Santa Fe;2;1;1;74;7000.0;3500.0;630.0
Departamento;Santa Fe;2;1;1;85;8400.0;5022.5;626.5
Departamento;Las Águilas;3;1;1;190;6475.0;4812.5;665.0
Departamento;Santa Fe;3;2;1;100;9800.0;5197.5;9100.0
Departamento;Santa Fe;3;1;1;94;7350.0;4550.0;413.0
Departamento;Narvarte;3;1;0;120;4900.0;2446.5;525.0
Departamento;San Pedro de los Pinos;3;0;1;90;10500.0;2730.0;374.5
Departamento;Roma;2;1;1;80;8610.0;3080.0;686.0
Departamento;Coyoacán;2;0;0;76;7000.0;2352.0;0.0
Departamento;Napoles;2;0;0;75;9800.0;3213.0;0.0
Departamento;Santa Fe;2;1;0;92;9275.0;5701.5;2065.0
Departamento;Villa de Cortés;2;0;0;90;2450.0;630.0;0.0
Departamento;Santa Fe;3;2;1;150;8750.0;5250.0;1393.0
Departamento;Santa Fe;2;1;1;76;8050.0;3489.5;0.0
Departamento;Santa Fe;3;2;1;76;4550.0;3066.0;0.0
Departamento;Del Valle;1;0;0;90;9100.0;2555.0;350.0
Departamento;Iztacalco;3;0;0;90;4725.0;332.5;0.0
Departamento;Condesa;2;0;1;90;10500.0;4025.0;493.5
Departamento;Narvarte;3;0;0;92;5250.0;2257.5;297.5
Departamento;Narvarte;4;2;2;182;8750.0;5670.0;1039.5
Departamento;Casa Blanca;2;0;0;70;2625.0;651.0;52.5
Departamento;Napoles;2;1;1;86;8750.0;2873.5;514.5
Departamento;Santa Fe;2;1;1;80;8750.0;4945.5;0.0
Departamento;Santa Fe;1;1;1;70;8750.0;4900.0;1214.5
Departamento;Roma;2;0;0;80;7700.0;3500.0;434.0
Departamento;Santa Fe;2;1;1;90;8400.0;4550.0;682.5
Departamento;Arboledas;3;1;1;76;3850.0;2159.5;472.5
Departamento;Condesa;3;1;0;114;8750.0;5302.5;1004.5
Departamento;Condesa;2;1;0;70;8750.0;2464.0;560.0
Departamento;Condesa;3;1;1;100;10150.0;3850.0;752.5
Departamento;Del Valle;3;1;1;105;8750.0;4046.0;756.0
Departamento;San Andrés Tetepilco;2;0;0;80;3150.0;1162.0;0.0
Departamento;Condesa;3;1;0;95;10500.0;3850.0;0.0
Departamento;Narvarte;2;1;0;75;5250.0;1505.0;0.0
Departamento;Álvaro Obregón;3;1;1;140;4200.0;1400.0;0.0
Departamento;Coyoacán;1;1;0;80;9450.0;2800.0;280.0
Departamento;Lomas de Chapultepec;2;0;0;94;8400.0;2775.5;623.0
Departamento;Condesa;3;0;0;100;7350.0;1295.0;525.0
Departamento;Condesa;2;0;0;82;10066.0;2436.0;0.0
Departamento;Santa Fe;3;2;2;98;10150.0;4858.0;644.0
Departamento;Nativitas;2;0;1;103;3500.0;2275.0;325.5
Departamento;Juárez;2;1;0;71;7000.0;2625.0;483.0
Departamento;Narvarte;4;2;1;150;8750.0;4550.0;1102.5
Departamento;Tlalpan;2;0;0;70;9450.0;2502.5;315.0
Departamento;Condesa;1;0;1;74;10150.0;2450.0;640.5
Departamento;El Contadero;2;1;0;84;7700.0;2100.0;437.5
Departamento;Santa Fe;2;1;1;70;9450.0;2800.0;486.5
Departamento;Narvarte;2;1;0;73;5880.0;1750.0;280.0
Departamento;Narvarte;3;1;0;90;7000.0;2170.0;196.0
Departamento;Narvarte;2;1;0;84;6300.0;1753.5;0.0
Departamento;Narvarte;3;1;1;90;7000.0;3104.5;430.5
Departamento;Santa Fe;3;1;1;85;8400.0;3430.0;896.0
Departamento;Narvarte;3;2;1;118;8400.0;3395.0;0.0
Departamento;Condesa;2;0;0;80;9275.0;1764.0;0.0
Departamento;Santa Fe;3;1;1;75;7700.0;2887.5;325.5
Departamento;Peralvillo;2;1;1;83;4200.0;1995.0;273.0
Departamento;Condesa;3;0;0;147;9450.0;3237.5;994.0
Departamento;Narvarte;3;2;0;82;9100.0;2730.0;0.0
Departamento;Condesa;2;0;0;70;8400.0;2341.5;392.0
Departamento;La Condesa;2;0;0;80;6650.0;2450.0;276.5
Departamento;Del Valle;3;1;0;88;10500.0;3850.0;486.5
Departamento;Narvarte;2;0;0;75;4550.0;1613.5;217.0
Departamento;San Miguel Chapultepec;3;0;0;72;6650.0;1120.0;234.5
Departamento;Del Valle;2;0;0;70;8050.0;1855.0;332.5
Departamento;Santa Fe;3;2;3;110;10500.0;6139.0;812.0
Departamento;Narvarte;3;1;1;108;6300.0;2450.0;504.0
Departamento;Del Valle;3;1;0;114;10500.0;4200.0;0.0
Departamento;Narvarte;3;0;0;100;9100.0;2170.0;455.0
Departamento;Del Valle;2;1;0;87;10150.0;2912.0;448.0
Departamento;Santa Fe;2;1;0;70;5250.0;4550.0;553.0
Departamento;Centro Histórico;1;0;0;71;6300.0;1400.0;231.0
Departamento;Peralvillo;2;1;1;82;4550.0;2030.0;245.0
Departamento;Santa Fe;4;2;1;140;9450.0;8050.0;0.0
Departamento;Narvarte;2;2;1;80;7350.0;2625.0;350.0
Departamento;Tlalpan;2;0;0;75;8750.0;2100.0;0.0
Departamento;San Pedro de los Pinos;3;2;1;167;10150.0;8050.0;1365.0
Departamento;Del Valle;2;2;0;81;8750.0;4410.0;0.0
Departamento;Santa Fe;2;1;1;80;9625.0;4123.0;1071.0
Departamento;Narvarte;2;0;0;75;7000.0;2502.5;0.0
Departamento;San Miguel Chapultepec;2;1;0;74;4550.0;2520.0;255.5
Departamento;Condesa;3;0;1;90;10500.0;2135.0;647.5
Departamento;San Ángel;2;1;1;86;10465.0;1848.0;843.5
Departamento;Condesa;3;0;0;120;8750.0;2100.0;0.0
Departamento;Las Águilas;3;1;1;130;5600.0;2520.0;448.0
Departamento;Nueva Santa María;2;1;0;115;3325.0;2975.0;437.5
Departamento;San Miguel Chapultepec;2;1;0;75;7000.0;1750.0;420.0
Departamento;Santa Fe;2;1;1;80;7875.0;4025.0;483.0
Departamento;Roma;1;1;1;85;9450.0;2912.0;735.0
Departamento;Santa Fe;3;2;1;115;9800.0;6300.0;875.0
Departamento;Narvarte;2;0;1;110;7000.0;1575.0;448.0
Departamento;Roma;2;1;1;85;9100.0;4900.0;4900.0
Departamento;Santa Fe;3;1;1;78;6825.0;2082.5;416.5
Departamento;Narvarte;3;1;1;125;7700.0;3822.0;518.0
Departamento;Condesa;2;0;0;73;9450.0;2250.5;567.0
Departamento;Roma;2;1;1;85;9625.0;2590.0;476.0
Departamento;San Miguel Chapultepec;3;2;1;90;5600.0;3871.0;367.5
Departamento;Coyoacán;1;0;0;70;9100.0;3220.0;0.0
Departamento;Narvarte;3;0;1;104;6300.0;2625.0;525.0
Departamento;Narvarte;3;0;0;100;6300.0;700.0;0.0
Departamento;Roma;3;2;1;102;10500.0;4550.0;966.0
Departamento;San Pedro de los Pinos;2;0;0;70;8400.0;2485.0;430.5
Departamento;Coyoacán;2;0;0;76;10500.0;1907.5;567.0
Departamento;Del Valle;2;0;0;78;10500.0;1757.0;0.0
Departamento;Santa Fe;3;1;1;82;5950.0;2660.0;5320.0
Departamento;Narvarte;3;1;1;76;8400.0;2975.0;129.5
Departamento;San José Insurgentes;2;1;0;71;2730.0;1645.0;0.0
Departamento;Condesa;3;0;0;120;8750.0;3675.0;700.0
Departamento;Condesa;2;1;0;100;9975.0;3430.0;0.0
Departamento;Narvarte;2;1;1;92;5950.0;2345.0;483.0
Departamento;Napoles;3;1;0;103;10500.0;3776.5;595.0
Departamento;Condesa;2;0;0;72;10150.0;2625.0;105.0
Departamento;Condesa;3;3;0;90;8750.0;4200.0;350.0
Departamento;Santa Fe;3;1;1;83;7700.0;3283.0;497.0
Departamento;Condesa;3;0;0;85;10500.0;3790.5;752.5
Departamento;Napoles;3;0;1;110;10500.0;4081.0;518.0
Departamento;Del Valle;2;0;0;71;8750.0;2667.0;0.0
Departamento;Condesa;2;0;0;80;9450.0;3132.5;434.0
Departamento;Peralvillo;3;2;1;165;8050.0;3850.0;7000.0
Departamento;Coyoacán;2;1;0;80;10325.0;5530.0;378.0
Departamento;Santa Fe;2;1;1;70;5250.0;5075.0;507.5
Departamento;Del Valle;2;2;0;91;9450.0;2257.5;0.0
Departamento;Narvarte;3;0;0;78;5250.0;1925.0;339.5
Departamento;Santa Fe;2;1;1;72;8050.0;4151.0;714.0
Departamento;Roma Norte;2;0;0;80;3850.0;1277.5;52.5
Departamento;Santa Fe;2;1;2;80;9800.0;2660.0;896.0
Departamento;Santa Fe;2;1;1;87;8750.0;4655.0;0.0
Departamento;Santa Fe;2;1;1;73;9100.0;4620.0;0.0
Departamento;Narvarte;2;1;0;88;8750.0;2170.0;0.0
Departamento;Nativitas;3;4;1;183;9450.0;4480.0;0.0
Departamento;Del Valle;2;1;0;95;8750.0;2800.0;227.5
Departamento;Las Águilas;4;1;1;96;4725.0;2614.5;0.0
Departamento;Santa Fe;3;1;1;92;8750.0;4900.0;0.0
Departamento;Narvarte;2;1;1;83;5950.0;3780.0;367.5
Departamento;Santa Fe;3;1;1;80;5250.0;3675.0;770.0
Departamento;Santa Fe;2;1;1;98;9800.0;2800.0;910.0
Departamento;Napoles;2;0;0;75;9800.0;3213.0;0.0
Departamento;Condesa;3;0;0;100;8750.0;3493.0;833.0
Departamento;Narvarte;3;2;1;82;7700.0;3290.0;294.0
Departamento;Narvarte;3;2;1;115;6300.0;2450.0;619.5
Departamento;Roma;2;1;1;75;10150.0;2915.5;514.5
Departamento;San Miguel Chapultepec;2;2;1;91;4200.0;3045.0;381.5
Departamento;Narvarte;2;1;0;85;6300.0;1606.5;283.5
Departamento;Narvarte;3;1;1;122;10150.0;3185.0;0.0
Departamento;Narvarte;2;0;0;89;5600.0;2457.0;339.5
Departamento;Narvarte;2;1;0;87;5600.0;2205.0;276.5
Departamento;Santa Fe;2;1;1;70;9450.0;2625.0;560.0
Departamento;Santa Fe;1;1;0;70;6300.0;3675.0;525.0
Departamento;Santa Fe;2;2;1;75;5075.0;3500.0;350.0
Departamento;Condesa;3;0;0;100;7700.0;4200.0;87500.0
Departamento;Santa Fe;2;1;1;70;7000.0;3395.0;350.0
Departamento;Narvarte;3;1;1;88;7000.0;2450.0;472.5
Departamento;Narvarte;2;1;1;85;6300.0;2135.0;402.5
Departamento;Santa Fe;1;1;0;72;5600.0;3500.0;700.0
Departamento;Santa Fe;1;1;1;82;5600.0;4886.0;843.5
Departamento;Roma Norte;3;1;0;120;5950.0;2450.0;290.5
Departamento;Santa Fe;1;2;0;71;10150.0;4942.0;0.0
Departamento;Santa Fe;2;1;1;85;8050.0;3850.0;5540.5
Departamento;Condesa;3;0;1;110;10150.0;2800.0;0.0
Departamento;San Miguel Chapultepec;1;1;1;75;4550.0;2348.5;350.0
Departamento;Condesa;3;0;0;100;8750.0;3850.0;623.0
Departamento;Villa de Cortés;3;2;0;75;6650.0;2100.0;56.0
Departamento;Santa Fe;3;2;1;110;10500.0;5757.5;1295.0
Departamento;Santa Fe;2;1;1;80;9100.0;5173.0;528.5
Departamento;Santa Fe;3;2;1;140;10500.0;6296.5;1865.5
Departamento;Santa Fe;3;2;1;120;10500.0;5950.0;1169.0
Departamento;Narvarte;3;0;0;85;6300.0;2100.0;406.0
Departamento;Roma;2;1;0;73;9800.0;3010.0;336.0
Departamento;Santa Fe;3;2;1;100;8050.0;5775.0;903.0
Departamento;Centro Histórico;3;1;0;130;6650.0;2450.0;413.0
Departamento;Condesa;2;0;0;88;6300.0;3762.5;472.5
Departamento;San Miguel Chapultepec;3;1;0;80;6300.0;2100.0;252.0
Departamento;Santa Fe;2;1;1;94;7700.0;4826.5;882.0
Departamento;Santa Fe;1;1;0;70;9800.0;4375.0;766.5
Departamento;San Ángel;3;1;0;109;10500.0;5250.0;833.0
Departamento;Santa Fe;2;1;1;83;7700.0;4592.0;927.5
Departamento;Narvarte;3;1;0;110;5600.0;3325.0;427.0
Departamento;Santa Fe;2;1;1;70;8750.0;3325.0;350.0
Departamento;Tlalpan;2;0;0;70;9800.0;1575.0;504.0
Departamento;Santa Fe;3;2;3;120;10500.0;6650.0;1319.5
Departamento;Santa Fe;2;1;1;82;8750.0;4375.0;8400.0
Departamento;Roma;3;2;1;108;9800.0;4042.5;913.5
Departamento;Santa Fe;2;1;1;74;8050.0;3325.0;227.5
Departamento;Santa Fe;2;1;1;78;8750.0;3605.0;259.0
Departamento;Santa Fe;2;1;1;72;7000.0;4200.0;8750.0
Departamento;Santa Fe;3;2;1;175;8400.0;5600.0;1575.0
Departamento;Centro Histórico;3;1;1;130;5600.0;2520.0;448.0
Departamento;Santa Fe;2;1;2;90;8750.0;3465.0;0.0
Departamento;Coyoacán;3;0;0;95;10500.0;3097.5;1200.5
Departamento;Condesa;3;1;0;80;8750.0;3132.5;731.5
Departamento;Santa Fe;4;3;4;148;5600.0;6181.0;0.0
Departamento;Del Valle Centro;2;0;0;70;2450.0;1382.5;56.0
Departamento;Centro Histórico;2;1;0;90;3850.0;3150.0;2870.0
Departamento;Santa Fe;3;1;1;115;9100.0;5950.0;0.0
Departamento;Napoles;2;0;0;75;9450.0;3073.0;0.0
Departamento;Villa Coapa;3;1;0;80;3150.0;1050.0;0.0
Departamento;El Contadero;2;1;0;75;5250.0;945.0;301.0
Departamento;Santa Fe;3;1;1;80;6650.0;3552.5;626.5
Departamento;Las Águilas;3;1;1;150;3500.0;5705.0;0.0
Departamento;Narvarte;3;2;0;80;7910.0;2800.0;0.0
Departamento;Roma;2;0;0;70;7700.0;1435.0;245.0
Departamento;Condesa;3;1;1;120;10150.0;3920.0;724.5
Departamento;Santa Fe;2;1;1;106;9800.0;5250.0;875.0
Departamento;Santa Fe;2;1;0;72;5950.0;2870.0;0.0
Departamento;San Miguel Chapultepec;2;1;0;75;5600.0;2275.0;262.5
Departamento;Santa Fe;2;2;1;156;10325.0;4725.0;0.0
Departamento;San Miguel Chapultepec;2;1;0;80;4200.0;1540.0;70.0
Departamento;Condesa;3;1;1;130;8750.0;6363.0;0.0
Departamento;Ciudad de los Deportes;2;0;0;88;2800.0;1942.5;220.5
Departamento;Lomas de Chapultepec;3;0;0;90;10500.0;3850.0;0.0
Departamento;Condesa;3;1;0;122;9450.0;5250.0;654.5
Departamento;Narvarte;2;1;1;82;6300.0;2793.0;462.0
Departamento;Narvarte;3;1;1;83;8050.0;4354.0;668.5
Departamento;Nativitas;2;1;0;76;4200.0;70.0;42.0
Departamento;Condesa;2;1;0;75;9100.0;3612.0;455.0
Departamento;Narvarte;2;0;0;70;5600.0;1820.0;0.0
Departamento;Juárez;2;0;0;80;6300.0;1816.5;311.5
Departamento;Narvarte;3;0;0;70;7000.0;1547.0;245.0
Departamento;Nueva Santa María;2;1;0;78;2625.0;3157.0;147.0
Departamento;Narvarte;2;1;0;70;6650.0;2940.0;0.0
Departamento;Narvarte;3;1;1;150;8400.0;3381.0;0.0
Departamento;Santa Fe;4;2;1;120;10500.0;7525.0;10850.0
Departamento;Polanco;3;1;1;169;6300.0;3500.0;1050.0
Departamento;San Pedro de los Pinos;3;1;0;90;7700.0;3465.0;630.0
Departamento;Ciudad de los Deportes;2;1;0;92;4725.0;2030.0;2103.5
Departamento;Santa Fe;2;1;1;70;6125.0;2222.5;45.5
Departamento;Narvarte;3;1;1;120;7350.0;2695.0;549.5
Departamento;La Virgen;2;1;0;71;3500.0;1183.0;0.0
Departamento;Santa Fe;3;2;1;113;9450.0;5740.0;966.0
Departamento;Santa Fe;2;2;1;97;9450.0;5316.5;927.5
Departamento;Del Valle;2;1;1;90;9100.0;4042.5;490.0
Departamento;Narvarte;2;0;0;70;7700.0;1862.0;157.5
Departamento;Del Valle;3;1;0;120;10500.0;3500.0;595.0
Departamento;Narvarte;3;0;0;90;5775.0;3500.0;602.0
Departamento;Santa Fe;2;1;1;84;8050.0;4452.0;6489.0
Departamento;Roma;2;1;0;73;7350.0;2768.5;448.0
Departamento;Napoles;2;0;0;75;9800.0;3073.0;0.0
Departamento;Santa Fe;2;1;1;78;3850.0;3395.0;3.5
Departamento;Del Valle;3;1;1;105;10500.0;4200.0;672.0
Departamento;Narvarte;4;3;2;130;9100.0;3850.0;840.0
Departamento;Santa Fe;3;2;2;175;10500.0;6961.5;2264.5
Departamento;Las Águilas;1;1;1;84;10500.0;4179.0;297.5
Departamento;Narvarte;2;1;1;110;10150.0;2618.0;70.0
Departamento;Condesa;2;0;0;72;8050.0;2975.0;350.0
Departamento;Santa Fe;2;2;1;80;7700.0;5225.5;11550.0
Departamento;La Condesa;2;1;0;72;7700.0;2135.0;416.5
Departamento;Napoles;2;0;0;80;9100.0;2520.0;717.5
Departamento;Condesa;3;0;0;120;9800.0;3850.0;420.0
Departamento;Narvarte;2;1;1;86;7000.0;2502.5;584.5
Departamento;Condesa;3;0;0;120;10500.0;4375.0;1050.0
Departamento;Santa Fe;3;2;3;145;10150.0;6300.0;1225.0
Departamento;El Contadero;3;1;1;100;7000.0;2187.5;4830.0
Departamento;Condesa;3;1;0;152;10500.0;4690.0;1102.5
Departamento;Santa Fe;2;1;1;90;8750.0;3850.0;455.0
Departamento;Bosques de las Lomas;2;1;1;75;10500.0;3150.0;0.0
Departamento;Santa Fe;2;1;1;79;7000.0;2800.0;490.0
Departamento;Roma;2;1;0;90;10150.0;3255.0;679.0
Departamento;Santa Fe;2;1;0;72;5600.0;6457.5;623.0
Departamento;La Condesa;3;0;1;90;9800.0;2135.0;409.5
Departamento;Condesa;3;0;0;148;10500.0;4830.0;1001.0
Departamento;Pueblo Culhuacán;3;0;0;80;2800.0;910.0;0.0
Departamento;Narvarte;2;1;1;98;9450.0;3545.5;0.0
Departamento;Condesa;2;0;0;76;8050.0;3657.5;427.0
Departamento;San Miguel Chapultepec;2;1;1;80;6650.0;3325.0;280.0
Departamento;Narvarte;3;1;1;99;6300.0;2800.0;210.0
Departamento;Condesa;2;2;1;71;8050.0;2257.5;0.0
